

092a5772190512fe	При перемещении на расстояние более #Y12#E метров за 3 секунды можно получить #Y3#E слоя эффекта «Весенний гром»: при каждом использовании #Yтяжёлой атаки, воздушной тяжёлой атаки, лёгкой атаки, накопления лёгкой атаки#E можно тратить 1 слой Весеннего грома, чтобы увеличить урон по气血 и ци от этого типа навыков на #Y15%#E на этот раз и в течение следующей секунды. Эффект увеличения урона действует только после завершения предыдущего эффекта. Эффект Весеннего грома от перемещения можно активировать только раз в #Y15#E секунд, максимальное время хранения — #Y12#E секунд.
fc7fcee4361ae0d2	Безумие проявляется как депрессивное состояние, эмоциональная отстранённость, молчаливость, оцепенение, нарушение речи, неспособность определить, когда голоден или сыт, в тяжёлых случаях — неподвижность, взгляд в одну точку, относится к дефицитным состояниям. Безумие проявляется как возбуждённое состояние, беспокойство, неспособность усидеть на месте, неопрятность, бить и ругать других, смеяться и петь без умолку, раздражительность, в тяжёлых случаях — прыгать через стены и лезть на крыши, относится к избытку состояний.
cda38f56b9d360f3	Прошло три дня с момента последнего приглашения. Долго не получив вести, думаю, ты уже забыл всё прошлое. Тогда больше не буду беспокоить.\nДальнейшая судьба ученика будет решаться нашим учреждением, прошу прощения за возможные неудобства.
2ba396386c81c740	Старый дом в бамбуковой роще — точка обновления трофеев 100
fcf1a5d52665d05b	Ван Чжи Чжао
fa5d66133d86833e	В семнадцать лет я спас одного ханьца, его звали Чэнь Хуай Цин. Он пришёл, чтобы найти рецепт против яда, услышав легенду о «Бессмертном Страннике».\nЯ ненавижу это прозвище. Я отличаюсь от других внешностью, но не являюсь бессмертным. У меня нет силы, чтобы крикнуть и раздавить ядовитых насекомых. Я просто учился у бабушки, как управлять ими.\nЧэнь Хуай Цин рассказывал о множестве забавных событий за пределами деревни. Я с удовольствием слушал — оказывается, за пределами деревни есть не только школа меча, но и храмы, школы, праздники, которых я никогда не видел. Но бабушка остановила меня, сказав, что люди за пределами деревни коварны, и если посмотреть на них, глаза испортятся. Она сама видела это, когда путешествовала по миру, собирая бессмертных червей, и поэтому ослепла.\nКогда Чэнь Хуай Цин уходил, он рассказал о ядах, которыми люди убивают друг друга. Он сказал, что обязательно должен получить рецепт против яда, чтобы спасти своих близких. Я смягчился и тайком взял рецепт у бабушки, спрятал его в лампе и отдал ему.\nОн вышел из деревни, держа лампу. Я смотрел ему вслед — свет лампы в тумане леса оленей напоминал пляшущую огненную бабочку-ядовитку.\nПозже я услышал, что он стал называть себя «учеником Бессмертного Странника», но никогда не связывался со мной и не вернулся, чтобы поблагодарить.\nБабушка ругала меня за то, что я не понимаю коварства людей, сказав, что именно таковы люди за пределами деревни: если ты им хорошо, они не отплатят.\nВ этот год рождения бабушка передала мне Царя Лягушек, сказав, что внутри него скрыт бессмертный червь, и многие хотят его получить. Она также сказала, что если с ней что-то случится, червь сможет спасти меня и всех остальных. Но если червь будет использован, он уже не вернётся.
da750fd09b402197	Уровень мира — Зелёные леса — разбойники (один нож)\nДействие патрулирования: включено
57c215601b6873df	Гордый безумный меч
ffce18e5769db070	Исследование мира
428a57ee5a670820	Милосердие врача
9b1451b21d84843b	Повышение <Минимальный внешний урон|780|#C|15> — эффект увеличивается с уровнем режима одиночной игры (текущее значение: #Y{0:.1f}#E очков).
aa11383f3b351012	Как говорил древний мудрец: «Ничто не может быть ясным без подтверждения, и споры не могут быть решены без доказательств». У вас есть лишь слова, но нет фактов — мне трудно поверить в вашу правоту.
abce76b3edab4665	Во время ожидания вы можете отправиться в путешествие по миру,\nпринять участие в исследованиях мира, совместных приключениях и других игровых механиках.
73a4fda973ecd38e	В туманных лесах повсюду растут хрупкие цветы, а вокруг — тысячи ядовитых туманов. Лекарь Цзянь Сюй из реки Цинси всегда питал милосердие, но даже его усилия не могут остановить ежедневно возникающие и исчезающие ядовитые недуги...
c709f4fa6f1fda2a	Нужно поскорее... передать правительству тайну подделки #Yчертежей#E, чтобы спасти всё это...!
c12ab3997f08cd5d	Письмо от монаха, не знающего гнева
5beba26367b5c3e1	Внешний урон и общий урон по всем параметрам #Y+3%#E
fced82e0a1534df1	Лу Вэньсин
411a12938d5e8e23	Кайфэнь — маленькая сцена — благочестивость достойна восхищения — вторая семья — отец
f05726a32c8212b1	Иммунитет к немоте
97d13940984b86f4	Ха, и ты тоже веришь... Сколько уже дней прошло, а они ни разу не выиграли, потратив напрасно столько денег.
74cb4be08748400d	Пламя бродячих сказаний, возможно, вот-вот охватит тех, кто не завидует бессмертию. Новые сюжеты откроются при уровне #Y21#E.
5ca11a645cca8414	Пьедестал статуи — император
33eda170b1c423a4	Если не веришь, сходи в таверну рядом с учёным селением Лайсуньмэн.
b0f238cbaa8eeb31	Конфуций сказал: «Глупый, но самонадеянный; низкий, но самодостаточный. Ты одинокий и самодовольный, твои слова поверхностны. Как можешь быть объективным и заслужить доверие?»
5b12ea2d00650866	Ши Шо Чжи
d454500bf2d368ab	Информация о команде
9c510f6613c05cdd	Человек из мира бродячих сказаний — Демонический башня-дом
9d0d5213590df06f	Он когда-то был спасён великим героем по имени Чу Цинцюань, и теперь часто ухаживает за бессмертным идолом этого благодетеля.\n0b5b32362356ca9f|||И Дао — грубый восточный разбойник, презирающий честь и добродетель, ненавидимый всеми в мире китайских героев, получил прозвище «Нож мёртвого» из-за своей жестокости. Но после знакомства с Чу Цинцюанем И Дао постепенно понял истинный смысл слова «герой». Когда Синь Сянь не был готов сражаться один против сильного врага, его меч был поднят ради спасения человеческой жизни.\n379909c140db6067|||Мастерская ремёсел — дом одного из жителей — грабитель могил\n658da13e294b9d40|||Вокруг холма, окруженного бамбуковыми рощами, висят лампы для поминовения и белые полотна, и юноша по имени Нань Чжу, опечаленный смертью своей младшей сестры, один стоит на сцене и поёт последнюю песню.\nf27fce7abefc0702|||Мужчина из мира героев — случайно\n8c3a26107390c225|||Ха-ха, вот он — пойманный «Нож мёртвого» И Дао!\nce3ab76a339e5cf1|||Что за кидань, что за пары героев, что за ненависть между странами и семьями — будто из какого-то старинного рассказа. Эй, ты в это веришь?\n57a64ec1647df432|||После идеальной уклонения от атаки есть #H50%#E шанс вернуть #H100%#E израсходованной выносливости.\n8b844ba1fb73a905|||Золотой перекрёстный топор\nd12c72320931de5d|||Уровень уверенности
56f69f2452e602b7	Уровень мира — Зелёные леса — Разбойник с одноручным мечом\nДействие по巡逻у: есть
ff9031447d40563f	Событие, сильно повлиявшее на разум
09f419127e2789e8	Девушка, так вот, моя госпожа ждала тебя уже несколько дней, но так и не дождалась. Она уехала вперёд. Перед отъездом она велела мне передать тебе это письмо.
a41e42d88f33165c	Уровень мира — Буддийский монастырь — Пьяный монах с полумесяцевидным топором\nДействие по巡逻у: есть
b5bd0ccc0d649087	Огненный бренди
b0b951389f9ee759	Юй-янь, сын чиновника из Шоуцзяна, встречается с давним другом по переписке — «Сюйюй-сянцзы». Говорят, что его переписка невероятно красива, словно божественная. Юй-янь стесняется своей внешности и просит одного из бродячих героев переодеться под его красивого брата, чтобы встретиться с ней. Помни: «Когда мы вновь увидимся, не знаю, в какой день, но в этот вечер и в эту ночь — тяжело быть в таком состоянии».
16f11295a1cacf53	Шу-цзин-лóу — лагерь — серп
89b75bd8a8d6ee35	【Постановщик хранителя склада Чанпин】 Воинская часть — пехота с лунообразным топором
8c91783100419544	Монастырь Дасянго — фон движения
e588707e4702d545	О-хо, уже почти добрался? Хорошо, хорошо. В прошлый раз Чаньтаигун сказал, что после завершения даст награду, хотя я в это не очень верю… Но жди, пока не увидишь.
53410b7ce77962e5	Добавление эффектов огня для новичков
02a59717dd7119f1	К неожиданности, вдруг появился Шуцзинлou, окруживший весь город Бусяньсюань.\nОни убивали всех, кого встречали, не собираясь оставлять живыми.\nИ Дао не хочет, чтобы ты шёл на смерть, но это твой дом, как же ты можешь не вернуться?
84c9f9bf015e4b51	Наступила ночь, и какой-то странник из мира куэйчжэй постучал в дверь гостиницы. Тебе нужно определить его истинную личность.
218f08affe27d9eb	Создание красной дорожной таблички — могила
6d7e62c7d5990efb	Фанлou — Книга о мире куэйчжэй — атмосфера 4 — Белая женщина
48d065032701f2fe	Путешествие по миру куэйчжэй
7988ae9f2df080ba	#YКости рассыпались, мечтания о прошлом и будущем, топор не умолкает, свет не угасает. #EНеужели твой старый друг уже бросил свой топор? Старый друг придет на третий день.
8de8b08370997158	«Корабли Ван Цзюна спустились с Ючжоу, царская мощь Цзинлина померкла.»\n\nВ 962 году Северная Сун готовилась к походу на Цзиньху, и план объединения Севера и Юга вот-вот начнётся!\nЧтобы собрать средства на поход, императорская власть Сун пригласила послов из Шу и Тан на пир на башне Баоцзин, под предлогом просмотра маневров флота.\n\nСреди летящих цветов слышался звук маневров в Киньминчи, послы Шу и Тан сидели, как на иголках.\nНепреднамеренно, в ходе устрашения и дипломатической игры вокруг положения на Янцзы, была раскрыта великая тайна, скрытая в глубине гигантского корабля Уйя...
9a857e6361d38e9d	Золотой нож
5feef08a1b2efd3c	Ван Чжицяо
c73f9930800d9c71	Говорят, есть искусство кунг-фу под названием Пьяный кулак, я тоже хочу научиться, юный боец, знаешь, как бить?
ca1303feb487aa3b	Школа Торговли нитями·Лин, 2-й уровень — монах-лучник 3
b01752d391223fe0	Дыхание: 90 секунд.\n\nРезко наносит два удара вперёд, нанося значительный урон одному вражескому цели и лишая её возможности получать лечение#Y6.3 секунды#E.\n\n#YМеханика: также накладывает эффект уязвимости, увеличивая урон, получаемый целью на 10%#E
e7d0786cf959dd16	Уровень мира — Холодный гриб, меч-траворез (элита)
a35c11030b9e65b4	Тест «Книги о драках»: бегство из пожара
10f2488efa037a37	Нож не ровный
4d87b02fd3a271b7	Гарнизон «База Чанпинбао» — пехотинцы с полумесяцевидным топором
77253a370d0140eb	Обычный: Будда-отец, селение Цзюйшэ, монах-лучник (лук) не атакует первым
5e0742e376efb404	В «Книге о драках» записано, что Сюй Чоу — удивительный человек из простого народа, способный ходить по огню и лезвиям, сажать огурцы и переносить колодцы, вызывать тучи и облака, сидя, создавать горы и реки. Его искусство поистине выдающееся. Поскольку мы уже здесь, в кабаре и тавернах, пойдём и навестим этого старца.
df6833d7edff054a	Ночная ножевая атака
9206df93f0018f6e	Молодой служащий в зале сокровищ Цзяньсянь, отвечающий за привлечение и прием посетителей из мира кули.
48bcc5a6b4c8878b	Пронзить тростник
3b871807cd5c45aa	Путь бродяги
bc9614126e167931	С небес пришёл — фиксированный фон 6 для модели «бродяга»
49474d4194405aff	Все люди бегут за выгодой, все люди стремятся к выгоде. Но для Чэнь Цюаня слава и богатство — лишь прохожие. Он хочет лишь прожить жизнь в полной мере.\n\nВо времена Лян Цяньхуа, второй год, зимой, на Новый год. В полузаброшенной хижине из соломы и камней, ветер свистит сквозь щели, наблюдая за рождением младенца. Женщина лежит на кровати, с нежным взглядом глядя на плачущего ребёнка. Что будет в будущем — никто не знает. Но она желает своему ребёнку самого лучшего — чтобы его жизнь была полной и совершенной. Она смотрит на мужа, и они улыбаются друг другу, давая младенцу имя — Чэнь Цюань.\n\nВ те годы, когда Чэнь Цюань катался по земле, царила смута, наступила голодная зима, и жизнь была тяжёлой. Но он, как и его родители, умел находить радость в трудностях. Отец часто говорил ему: «Жизнь человека — всего лишь несколько десятков лет. Если всю жизнь жить в тревоге, то и не жил вовсе». Чэнь Цюань запомнил эти слова. Он любил цветы, травы, всё хорошее и плохое в мире. Даже в год, когда оба родителя умерли от болезни, он не забыл слова отца. Смерть и жизнь — это норма жизни. Тот, кто остаётся в живых, должен жить по-настоящему.\n\nПозже, неся на себе слова родителей, Чэнь Цюань посетил множество мест, познакомился со многими людьми, нашёл множество вещей, которые любил. Но самое главное — это вино. Когда пьяный, видишь небо и землю, как в сне, как в сказке, и это делает жизнь ещё интереснее. Но его натура вызывала критику. Кто-то пытался навредить ему, когда он был пьян, но именно в пьяном состоянии он открыл уникальную технику боя. Потом… не знаю как, но он стал известен как «Пьяный кулак». Старейшина школы хотел взять его в ученики, но он махнул рукой и ушёл, улыбаясь. Дворянин хотел пригласить его в свой дом, но он шатаясь, свободно ушёл. Люди в мире кули говорили о Пьяном кулаке с любопытством — неужели на свете есть что-то, что может его удержать? А сам Пьяный кулак уже знал ответ.\n\nВ четвёртый год Цзинь Кайюнь, киданьцы осадили город, в Каифэне начался хаос. После войны, разрушенный «Теневой рынок» восстанавливался. А Пьяный кулак стал его частью. Он не мог быть связан славой и богатством, но не мог избежать долга и благодарности. Когда Чжу Юшэн из Теневого рынка спас его в беде, он стал Пьяным кулаком, служащим девяти низших школ и Теневому рынку. Но он остался прежним — пьёт самый крепкий алкоголь, свободно бродит по всем мирам. Внешние люди не верят, что Чэнь Цюань, такой человек, действительно готов отдать жизнь за Теневой рынок и девять низших школ. Но Чэнь Цюань не обращает внимания. Он родился в самый холодный зимний вечер, но прожил самую яркую жизнь — и уже доволен. Если придет тот день, он бросит своё вино и пойдёт на самый насыщенный пир.
